,tmax,year,tmin,humid,cloud,sunshine,date,day,rainfall,station_id,Date,wind,month,tavg,snow
169,23.0,2019,18.1,92.4,8.5,0.5,20190619,19,0.5,98,2019-06-19,1.1,6,20.2,0.0
170,26.8,2019,18.5,82.4,7.6,6.9,20190620,20,0.0,98,2019-06-20,1.3,6,21.7,0.0
171,26.6,2019,17.0,86.8,7.4,4.6,20190621,21,1.2,98,2019-06-21,1.2,6,20.6,0.0
172,29.4,2019,14.0,66.0,1.1,11.3,20190622,22,0.0,98,2019-06-22,1.2,6,21.4,0.0
173,29.7,2019,14.8,61.5,3.3,11.9,20190623,23,0.0,98,2019-06-23,1.2,6,22.9,0.0
174,30.6,2019,18.1,64.1,3.8,12.0,20190624,24,0.0,98,2019-06-24,1.4,6,24.0,0.0
175,31.8,2019,16.7,65.5,0.4,12.9,20190625,25,0.0,98,2019-06-25,1.1,6,24.0,0.0
176,28.3,2019,17.0,73.0,8.8,2.6,20190626,26,0.0,98,2019-06-26,0.7,6,23.4,0.0
177,31.7,2019,20.5,77.6,6.4,6.0,20190627,27,0.4,98,2019-06-27,1.2,6,25.1,0.0
178,27.9,2019,20.3,81.6,8.1,3.7,20190628,28,0.0,98,2019-06-28,1.4,6,23.7,0.0
179,27.2,2019,18.6,84.5,8.1,4.1,20190629,29,0.4,98,2019-06-29,0.8,6,21.7,0.0
180,28.1,2019,18.2,83.8,5.9,7.0,20190630,30,0.0,98,2019-06-30,1.8,6,22.9,0.0
181,29.6,2019,18.7,74.1,5.5,10.3,20190701,1,0.0,98,2019-07-01,1.9,7,23.2,0.0
182,30.0,2019,18.6,74.1,3.6,9.2,20190702,2,0.0,98,2019-07-02,1.5,7,23.2,0.0
183,28.6,2019,17.7,77.8,5.5,3.2,20190703,3,0.0,98,2019-07-03,1.0,7,22.6,0.0
184,33.1,2019,17.8,67.1,2.6,11.5,20190704,4,0.0,98,2019-07-04,1.4,7,24.4,0.0
185,35.6,2019,17.2,57.8,4.8,12.3,20190705,5,0.0,98,2019-07-05,1.2,7,26.3,0.0
186,35.8,2019,22.7,57.6,3.6,10.0,20190706,6,0.0,98,2019-07-06,1.2,7,28.0,0.0
187,31.0,2019,20.9,56.6,7.4,8.6,20190707,7,0.0,98,2019-07-07,1.9,7,24.8,0.0
188,30.1,2019,18.3,59.9,4.9,7.8,20190708,8,0.0,98,2019-07-08,1.6,7,23.7,0.0
189,30.2,2019,16.5,60.9,3.4,10.4,20190709,9,0.0,98,2019-07-09,1.6,7,23.4,0.0
190,25.8,2019,18.2,74.9,8.6,1.4,20190710,10,6.4,98,2019-07-10,1.3,7,21.0,0.0
191,24.2,2019,18.2,88.8,4.1,1.3,20190711,11,4.3,98,2019-07-11,1.9,7,20.3,0.0
192,28.7,2019,18.7,81.6,7.5,4.2,20190712,12,0.1,98,2019-07-12,1.5,7,22.4,0.0
193,29.9,2019,20.8,83.5,7.6,5.5,20190713,13,7.3,98,2019-07-13,0.8,7,23.7,0.0
194,28.8,2019,19.3,89.0,5.4,7.5,20190714,14,8.2,98,2019-07-14,0.7,7,23.1,0.0
195,27.5,2019,19.3,90.9,7.1,2.6,20190715,15,1.8,98,2019-07-15,0.8,7,22.2,0.0
196,28.3,2019,20.0,88.4,6.0,4.0,20190716,16,22.6,98,2019-07-16,0.8,7,23.2,0.0
197,27.6,2019,20.3,90.9,8.3,4.7,20190717,17,2.3,98,2019-07-17,0.8,7,23.6,0.0
198,31.8,2019,20.7,77.6,3.1,9.4,20190718,18,0.0,98,2019-07-18,0.9,7,25.9,0.0
199,34.1,2019,21.0,72.9,5.8,10.7,20190719,19,0.0,98,2019-07-19,1.2,7,27.9,0.0
200,30.2,2019,26.0,70.3,9.3,0.4,20190720,20,0.0,98,2019-07-20,1.5,7,28.2,0.0
201,26.8,2019,22.7,95.9,7.4,0.2,20190721,21,12.6,98,2019-07-21,1.7,7,24.1,0.0
202,30.8,2019,23.5,87.6,6.5,5.6,20190722,22,0.0,98,2019-07-22,1.9,7,25.9,0.0
203,31.4,2019,22.3,87.1,9.1,2.9,20190723,23,0.1,98,2019-07-23,0.8,7,26.3,0.0
204,27.9,2019,24.2,95.8,7.4,0.7,20190724,24,2.5,98,2019-07-24,0.8,7,25.4,0.0
205,26.9,2019,24.6,98.6,8.0,0.0,20190725,25,24.0,98,2019-07-25,0.8,7,25.4,0.0
206,25.8,2019,23.2,99.8,7.8,0.0,20190726,26,78.7,98,2019-07-26,1.0,7,24.3,0.0
207,31.9,2019,23.6,89.0,5.9,6.5,20190727,27,0.0,98,2019-07-27,1.0,7,27.2,0.0
208,26.3,2019,24.1,98.5,9.9,0.0,20190728,28,80.8,98,2019-07-28,1.5,7,25.0,0.0
209,29.1,2019,24.7,87.6,8.8,0.5,20190729,29,1.3,98,2019-07-29,2.7,7,26.7,0.0
